TotalT,Temp,LSR,CA,Size,IsoT,F_X,Yield Lvls
135,423.15,4,0,4,100,19.48,1
229.3104615,373.65,8,0.305903946,8,219.8729615,18.86363636,3
40,453.15,19,0,0.42,40,12.95454545,2
8,463.15,1.53164557,0.101307885,6,7.5,17.04545455,3
45,473.15,5,0,1,30,23.86363636,1
82.875,433.15,8,0,8,66,18.86363636,1
15.96221701,408.15,8,0.203935964,8,2.212217007,18.86363636,3
30,443.15,10,0.832611736,0.84,30,19.96590909,2
45,433.15,4,0.821948239,20,40,19.33,2
435.375,373.525,10,1.325462127,0.5,360,19.77272727,2
